Geography,Geography,Gender (3a),Age (in single,2021,2016
835,"Edmonton (CMA), Alta.",  Men+,    70 to 74 years,,
835,"Edmonton (CMA), Alta.",  Men+,70,,
835,"Edmonton (CMA), Alta.",  Men+,71,,
835,"Edmonton (CMA), Alta.",  Men+,72,,
835,"Edmonton (CMA), Alta.",  Men+,73,,
835,"Edmonton (CMA), Alta.",  Men+,74,,
835,"Edmonton (CMA), Alta.",  Men+,    75 to 79 years,,
835,"Edmonton (CMA), Alta.",  Men+,75,,
835,"Edmonton (CMA), Alta.",  Men+,76,,
835,"Edmonton (CMA), Alta.",  Men+,77,,
835,"Edmonton (CMA), Alta.",  Men+,78,,
835,"Edmonton (CMA), Alta.",  Men+,79,,
835,"Edmonton (CMA), Alta.",  Men+,    80 to 84 years,,
835,"Edmonton (CMA), Alta.",  Men+,80,,
835,"Edmonton (CMA), Alta.",  Men+,81,,
835,"Edmonton (CMA), Alta.",  Men+,82,,
835,"Edmonton (CMA), Alta.",  Men+,83,,
835,"Edmonton (CMA), Alta.",  Men+,84,,
835,"Edmonton (CMA), Alta.",  Men+,    85 years and over,,
835,"Edmonton (CMA), Alta.",  Men+,      85 to 89 years,,
835,"Edmonton (CMA), Alta.",  Men+,85,,
835,"Edmonton (CMA), Alta.",  Men+,86,,
835,"Edmonton (CMA), Alta.",  Men+,87,,
835,"Edmonton (CMA), Alta.",  Men+,88,,
835,"Edmonton (CMA), Alta.",  Men+,89,,
835,"Edmonton (CMA), Alta.",  Men+,      90 to 94 years,,
835,"Edmonton (CMA), Alta.",  Men+,90,,
835,"Edmonton (CMA), Alta.",  Men+,91,,
835,"Edmonton (CMA), Alta.",  Men+,92,,
835,"Edmonton (CMA), Alta.",  Men+,93,,
835,"Edmonton (CMA), Alta.",  Men+,94,,
835,"Edmonton (CMA), Alta.",  Men+,      95 to 99 years,,
835,"Edmonton (CMA), Alta.",  Men+,95,,
835,"Edmonton (CMA), Alta.",  Men+,96,,
835,"Edmonton (CMA), Alta.",  Men+,97,,
835,"Edmonton (CMA), Alta.",  Men+,98,,
835,"Edmonton (CMA), Alta.",  Men+,99,,
835,"Edmonton (CMA), Alta.",  Men+,      100 years and over,,
835,"Edmonton (CMA), Alta.",  Men+,Average age,,
835,"Edmonton (CMA), Alta.",  Men+,Median age,,
835,"Edmonton (CMA), Alta.",  Women+,Total - Age,,
835,"Edmonton (CMA), Alta.",  Women+,  0 to 14 years,,
835,"Edmonton (CMA), Alta.",  Women+,    0 to 4 years,,
835,"Edmonton (CMA), Alta.",  Women+,      Under 1 year,,
835,"Edmonton (CMA), Alta.",  Women+,1,,
835,"Edmonton (CMA), Alta.",  Women+,2,,
835,"Edmonton (CMA), Alta.",  Women+,3,,
835,"Edmonton (CMA), Alta.",  Women+,4,,
835,"Edmonton (CMA), Alta.",  Women+,    5 to 9 years,,
835,"Edmonton (CMA), Alta.",  Women+,5,,
835,"Edmonton (CMA), Alta.",  Women+,6,,
835,"Edmonton (CMA), Alta.",  Women+,7,,
835,"Edmonton (CMA), Alta.",  Women+,8,,
835,"Edmonton (CMA), Alta.",  Women+,9,,
835,"Edmonton (CMA), Alta.",  Women+,    10 to 14 years,,
835,"Edmonton (CMA), Alta.",  Women+,10,,
835,"Edmonton (CMA), Alta.",  Women+,11,,
835,"Edmonton (CMA), Alta.",  Women+,12,,
835,"Edmonton (CMA), Alta.",  Women+,13,,
835,"Edmonton (CMA), Alta.",  Women+,14,,
835,"Edmonton (CMA), Alta.",  Women+,  15 to 64 years,,
835,"Edmonton (CMA), Alta.",  Women+,    15 to 19 years,,
835,"Edmonton (CMA), Alta.",  Women+,15,,
835,"Edmonton (CMA), Alta.",  Women+,16,,
835,"Edmonton (CMA), Alta.",  Women+,17,,
835,"Edmonton (CMA), Alta.",  Women+,18,,
835,"Edmonton (CMA), Alta.",  Women+,19,,
835,"Edmonton (CMA), Alta.",  Women+,    20 to 24 years,,
835,"Edmonton (CMA), Alta.",  Women+,20,,
835,"Edmonton (CMA), Alta.",  Women+,21,,
835,"Edmonton (CMA), Alta.",  Women+,22,,
835,"Edmonton (CMA), Alta.",  Women+,23,,
835,"Edmonton (CMA), Alta.",  Women+,24,,
835,"Edmonton (CMA), Alta.",  Women+,    25 to 29 years,,
835,"Edmonton (CMA), Alta.",  Women+,25,,
835,"Edmonton (CMA), Alta.",  Women+,26,,
835,"Edmonton (CMA), Alta.",  Women+,27,,
835,"Edmonton (CMA), Alta.",  Women+,28,,
835,"Edmonton (CMA), Alta.",  Women+,29,,
835,"Edmonton (CMA), Alta.",  Women+,    30 to 34 years,,
835,"Edmonton (CMA), Alta.",  Women+,30,,
835,"Edmonton (CMA), Alta.",  Women+,31,,
835,"Edmonton (CMA), Alta.",  Women+,32,,
835,"Edmonton (CMA), Alta.",  Women+,33,,
835,"Edmonton (CMA), Alta.",  Women+,34,,
835,"Edmonton (CMA), Alta.",  Women+,    35 to 39 years,,
835,"Edmonton (CMA), Alta.",  Women+,35,,
835,"Edmonton (CMA), Alta.",  Women+,36,,
835,"Edmonton (CMA), Alta.",  Women+,37,,
835,"Edmonton (CMA), Alta.",  Women+,38,,
835,"Edmonton (CMA), Alta.",  Women+,39,,
835,"Edmonton (CMA), Alta.",  Women+,    40 to 44 years,,
835,"Edmonton (CMA), Alta.",  Women+,40,,
835,"Edmonton (CMA), Alta.",  Women+,41,,
835,"Edmonton (CMA), Alta.",  Women+,42,,
835,"Edmonton (CMA), Alta.",  Women+,43,,
835,"Edmonton (CMA), Alta.",  Women+,44,,
835,"Edmonton (CMA), Alta.",  Women+,    45 to 49 years,,
835,"Edmonton (CMA), Alta.",  Women+,45,,
835,"Edmonton (CMA), Alta.",  Women+,46,,
835,"Edmonton (CMA), Alta.",  Women+,47,,
835,"Edmonton (CMA), Alta.",  Women+,48,,
835,"Edmonton (CMA), Alta.",  Women+,49,,
835,"Edmonton (CMA), Alta.",  Women+,    50 to 54 years,,
835,"Edmonton (CMA), Alta.",  Women+,50,,
835,"Edmonton (CMA), Alta.",  Women+,51,,
835,"Edmonton (CMA), Alta.",  Women+,52,,
835,"Edmonton (CMA), Alta.",  Women+,53,,
835,"Edmonton (CMA), Alta.",  Women+,54,,
835,"Edmonton (CMA), Alta.",  Women+,    55 to 59 years,,
835,"Edmonton (CMA), Alta.",  Women+,55,,
835,"Edmonton (CMA), Alta.",  Women+,56,,
835,"Edmonton (CMA), Alta.",  Women+,57,,
835,"Edmonton (CMA), Alta.",  Women+,58,,
835,"Edmonton (CMA), Alta.",  Women+,59,,
835,"Edmonton (CMA), Alta.",  Women+,    60 to 64 years,,
835,"Edmonton (CMA), Alta.",  Women+,60,,
835,"Edmonton (CMA), Alta.",  Women+,61,,
835,"Edmonton (CMA), Alta.",  Women+,62,,
835,"Edmonton (CMA), Alta.",  Women+,63,,
835,"Edmonton (CMA), Alta.",  Women+,64,,
835,"Edmonton (CMA), Alta.",  Women+,  65 years and over,,
835,"Edmonton (CMA), Alta.",  Women+,    65 to 69 years,,
835,"Edmonton (CMA), Alta.",  Women+,65,,
835,"Edmonton (CMA), Alta.",  Women+,66,,
835,"Edmonton (CMA), Alta.",  Women+,67,,
835,"Edmonton (CMA), Alta.",  Women+,68,,
835,"Edmonton (CMA), Alta.",  Women+,69,,
835,"Edmonton (CMA), Alta.",  Women+,    70 to 74 years,,
835,"Edmonton (CMA), Alta.",  Women+,70,,
835,"Edmonton (CMA), Alta.",  Women+,71,,
835,"Edmonton (CMA), Alta.",  Women+,72,,
835,"Edmonton (CMA), Alta.",  Women+,73,,
835,"Edmonton (CMA), Alta.",  Women+,74,,
835,"Edmonton (CMA), Alta.",  Women+,    75 to 79 years,,
835,"Edmonton (CMA), Alta.",  Women+,75,,
835,"Edmonton (CMA), Alta.",  Women+,76,,
835,"Edmonton (CMA), Alta.",  Women+,77,,
835,"Edmonton (CMA), Alta.",  Women+,78,,
835,"Edmonton (CMA), Alta.",  Women+,79,,
835,"Edmonton (CMA), Alta.",  Women+,    80 to 84 years,,
835,"Edmonton (CMA), Alta.",  Women+,80,,
835,"Edmonton (CMA), Alta.",  Women+,81,,
835,"Edmonton (CMA), Alta.",  Women+,82,,
835,"Edmonton (CMA), Alta.",  Women+,83,,
835,"Edmonton (CMA), Alta.",  Women+,84,,
835,"Edmonton (CMA), Alta.",  Women+,    85 years and over,,
835,"Edmonton (CMA), Alta.",  Women+,      85 to 89 years,,
835,"Edmonton (CMA), Alta.",  Women+,85,,
835,"Edmonton (CMA), Alta.",  Women+,86,,
835,"Edmonton (CMA), Alta.",  Women+,87,,
835,"Edmonton (CMA), Alta.",  Women+,88,,
835,"Edmonton (CMA), Alta.",  Women+,89,,
835,"Edmonton (CMA), Alta.",  Women+,      90 to 94 years,,
835,"Edmonton (CMA), Alta.",  Women+,90,,
835,"Edmonton (CMA), Alta.",  Women+,91,,
835,"Edmonton (CMA), Alta.",  Women+,92,,
835,"Edmonton (CMA), Alta.",  Women+,93,,
835,"Edmonton (CMA), Alta.",  Women+,94,,
835,"Edmonton (CMA), Alta.",  Women+,      95 to 99 years,,
835,"Edmonton (CMA), Alta.",  Women+,95,,
835,"Edmonton (CMA), Alta.",  Women+,96,,
835,"Edmonton (CMA), Alta.",  Women+,97,,
835,"Edmonton (CMA), Alta.",  Women+,98,,
835,"Edmonton (CMA), Alta.",  Women+,99,,
835,"Edmonton (CMA), Alta.",  Women+,      100 years and over,,
835,"Edmonton (CMA), Alta.",  Women+,Average age,,
835,"Edmonton (CMA), Alta.",  Women+,Median age,,
850,"Grande Prairie (CA), Alta.", Total - Gender,Total - Age,,
850,"Grande Prairie (CA), Alta.", Total - Gender,  0 to 14 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    0 to 4 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,      Under 1 year,,
850,"Grande Prairie (CA), Alta.", Total - Gender,1,,
850,"Grande Prairie (CA), Alta.", Total - Gender,2,,
850,"Grande Prairie (CA), Alta.", Total - Gender,3,,
850,"Grande Prairie (CA), Alta.", Total - Gender,4,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    5 to 9 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,5,,
850,"Grande Prairie (CA), Alta.", Total - Gender,6,,
850,"Grande Prairie (CA), Alta.", Total - Gender,7,,
850,"Grande Prairie (CA), Alta.", Total - Gender,8,,
850,"Grande Prairie (CA), Alta.", Total - Gender,9,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    10 to 14 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,10,,
850,"Grande Prairie (CA), Alta.", Total - Gender,11,,
850,"Grande Prairie (CA), Alta.", Total - Gender,12,,
850,"Grande Prairie (CA), Alta.", Total - Gender,13,,
850,"Grande Prairie (CA), Alta.", Total - Gender,14,,
850,"Grande Prairie (CA), Alta.", Total - Gender,  15 to 64 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    15 to 19 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,15,,
850,"Grande Prairie (CA), Alta.", Total - Gender,16,,
850,"Grande Prairie (CA), Alta.", Total - Gender,17,,
850,"Grande Prairie (CA), Alta.", Total - Gender,18,,
850,"Grande Prairie (CA), Alta.", Total - Gender,19,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    20 to 24 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,20,,
850,"Grande Prairie (CA), Alta.", Total - Gender,21,,
850,"Grande Prairie (CA), Alta.", Total - Gender,22,,
850,"Grande Prairie (CA), Alta.", Total - Gender,23,,
850,"Grande Prairie (CA), Alta.", Total - Gender,24,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    25 to 29 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,25,,
850,"Grande Prairie (CA), Alta.", Total - Gender,26,,
850,"Grande Prairie (CA), Alta.", Total - Gender,27,,
850,"Grande Prairie (CA), Alta.", Total - Gender,28,,
850,"Grande Prairie (CA), Alta.", Total - Gender,29,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    30 to 34 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,30,,
850,"Grande Prairie (CA), Alta.", Total - Gender,31,,
850,"Grande Prairie (CA), Alta.", Total - Gender,32,,
850,"Grande Prairie (CA), Alta.", Total - Gender,33,,
850,"Grande Prairie (CA), Alta.", Total - Gender,34,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    35 to 39 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,35,,
850,"Grande Prairie (CA), Alta.", Total - Gender,36,,
850,"Grande Prairie (CA), Alta.", Total - Gender,37,,
850,"Grande Prairie (CA), Alta.", Total - Gender,38,,
850,"Grande Prairie (CA), Alta.", Total - Gender,39,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    40 to 44 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,40,,
850,"Grande Prairie (CA), Alta.", Total - Gender,41,,
850,"Grande Prairie (CA), Alta.", Total - Gender,42,,
850,"Grande Prairie (CA), Alta.", Total - Gender,43,,
850,"Grande Prairie (CA), Alta.", Total - Gender,44,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    45 to 49 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,45,,
850,"Grande Prairie (CA), Alta.", Total - Gender,46,,
850,"Grande Prairie (CA), Alta.", Total - Gender,47,,
850,"Grande Prairie (CA), Alta.", Total - Gender,48,,
850,"Grande Prairie (CA), Alta.", Total - Gender,49,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    50 to 54 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,50,,
850,"Grande Prairie (CA), Alta.", Total - Gender,51,,
850,"Grande Prairie (CA), Alta.", Total - Gender,52,,
850,"Grande Prairie (CA), Alta.", Total - Gender,53,,
850,"Grande Prairie (CA), Alta.", Total - Gender,54,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    55 to 59 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,55,,
850,"Grande Prairie (CA), Alta.", Total - Gender,56,,
850,"Grande Prairie (CA), Alta.", Total - Gender,57,,
850,"Grande Prairie (CA), Alta.", Total - Gender,58,,
850,"Grande Prairie (CA), Alta.", Total - Gender,59,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    60 to 64 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,60,,
850,"Grande Prairie (CA), Alta.", Total - Gender,61,,
850,"Grande Prairie (CA), Alta.", Total - Gender,62,,
850,"Grande Prairie (CA), Alta.", Total - Gender,63,,
850,"Grande Prairie (CA), Alta.", Total - Gender,64,,
850,"Grande Prairie (CA), Alta.", Total - Gender,  65 years and over,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    65 to 69 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,65,,
850,"Grande Prairie (CA), Alta.", Total - Gender,66,,
850,"Grande Prairie (CA), Alta.", Total - Gender,67,,
850,"Grande Prairie (CA), Alta.", Total - Gender,68,,
850,"Grande Prairie (CA), Alta.", Total - Gender,69,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    70 to 74 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,70,,
850,"Grande Prairie (CA), Alta.", Total - Gender,71,,
850,"Grande Prairie (CA), Alta.", Total - Gender,72,,
850,"Grande Prairie (CA), Alta.", Total - Gender,73,,
850,"Grande Prairie (CA), Alta.", Total - Gender,74,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    75 to 79 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,75,,
850,"Grande Prairie (CA), Alta.", Total - Gender,76,,
850,"Grande Prairie (CA), Alta.", Total - Gender,77,,
850,"Grande Prairie (CA), Alta.", Total - Gender,78,,
850,"Grande Prairie (CA), Alta.", Total - Gender,79,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    80 to 84 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,80,,
850,"Grande Prairie (CA), Alta.", Total - Gender,81,,
850,"Grande Prairie (CA), Alta.", Total - Gender,82,,
850,"Grande Prairie (CA), Alta.", Total - Gender,83,,
850,"Grande Prairie (CA), Alta.", Total - Gender,84,,
850,"Grande Prairie (CA), Alta.", Total - Gender,    85 years and over,,
850,"Grande Prairie (CA), Alta.", Total - Gender,      85 to 89 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,85,,
850,"Grande Prairie (CA), Alta.", Total - Gender,86,,
850,"Grande Prairie (CA), Alta.", Total - Gender,87,,
850,"Grande Prairie (CA), Alta.", Total - Gender,88,,
850,"Grande Prairie (CA), Alta.", Total - Gender,89,,
850,"Grande Prairie (CA), Alta.", Total - Gender,      90 to 94 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,90,,
850,"Grande Prairie (CA), Alta.", Total - Gender,91,,
850,"Grande Prairie (CA), Alta.", Total - Gender,92,,
850,"Grande Prairie (CA), Alta.", Total - Gender,93,,
850,"Grande Prairie (CA), Alta.", Total - Gender,94,,
850,"Grande Prairie (CA), Alta.", Total - Gender,      95 to 99 years,,
850,"Grande Prairie (CA), Alta.", Total - Gender,95,,
850,"Grande Prairie (CA), Alta.", Total - Gender,96,,
850,"Grande Prairie (CA), Alta.", Total - Gender,97,,
850,"Grande Prairie (CA), Alta.", Total - Gender,98,,
850,"Grande Prairie (CA), Alta.", Total - Gender,99,,
850,"Grande Prairie (CA), Alta.", Total - Gender,      100 years and over,,
850,"Grande Prairie (CA), Alta.", Total - Gender,Average age,,
850,"Grande Prairie (CA), Alta.", Total - Gender,Median age,,
850,"Grande Prairie (CA), Alta.",  Men+,Total - Age,,
850,"Grande Prairie (CA), Alta.",  Men+,  0 to 14 years,,
850,"Grande Prairie (CA), Alta.",  Men+,    0 to 4 years,,
850,"Grande Prairie (CA), Alta.",  Men+,      Under 1 year,,
850,"Grande Prairie (CA), Alta.",  Men+,1,,
850,"Grande Prairie (CA), Alta.",  Men+,2,,
850,"Grande Prairie (CA), Alta.",  Men+,3,,
850,"Grande Prairie (CA), Alta.",  Men+,4,,
850,"Grande Prairie (CA), Alta.",  Men+,    5 to 9 years,,
850,"Grande Prairie (CA), Alta.",  Men+,5,,
850,"Grande Prairie (CA), Alta.",  Men+,6,,
850,"Grande Prairie (CA), Alta.",  Men+,7,,
850,"Grande Prairie (CA), Alta.",  Men+,8,,
850,"Grande Prairie (CA), Alta.",  Men+,9,,
850,"Grande Prairie (CA), Alta.",  Men+,    10 to 14 years,,
850,"Grande Prairie (CA), Alta.",  Men+,10,,
850,"Grande Prairie (CA), Alta.",  Men+,11,,
850,"Grande Prairie (CA), Alta.",  Men+,12,,
850,"Grande Prairie (CA), Alta.",  Men+,13,,
850,"Grande Prairie (CA), Alta.",  Men+,14,,
850,"Grande Prairie (CA), Alta.",  Men+,  15 to 64 years,,
850,"Grande Prairie (CA), Alta.",  Men+,    15 to 19 years,,
850,"Grande Prairie (CA), Alta.",  Men+,15,,
850,"Grande Prairie (CA), Alta.",  Men+,16,,
850,"Grande Prairie (CA), Alta.",  Men+,17,,
850,"Grande Prairie (CA), Alta.",  Men+,18,,
850,"Grande Prairie (CA), Alta.",  Men+,19,,
850,"Grande Prairie (CA), Alta.",  Men+,    20 to 24 years,,
850,"Grande Prairie (CA), Alta.",  Men+,20,,
850,"Grande Prairie (CA), Alta.",  Men+,21,,
850,"Grande Prairie (CA), Alta.",  Men+,22,,
850,"Grande Prairie (CA), Alta.",  Men+,23,,
850,"Grande Prairie (CA), Alta.",  Men+,24,,
850,"Grande Prairie (CA), Alta.",  Men+,    25 to 29 years,,
850,"Grande Prairie (CA), Alta.",  Men+,25,,
850,"Grande Prairie (CA), Alta.",  Men+,26,,
850,"Grande Prairie (CA), Alta.",  Men+,27,,
850,"Grande Prairie (CA), Alta.",  Men+,28,,
850,"Grande Prairie (CA), Alta.",  Men+,29,,
850,"Grande Prairie (CA), Alta.",  Men+,    30 to 34 years,,
850,"Grande Prairie (CA), Alta.",  Men+,30,,
850,"Grande Prairie (CA), Alta.",  Men+,31,,
850,"Grande Prairie (CA), Alta.",  Men+,32,,
850,"Grande Prairie (CA), Alta.",  Men+,33,,
850,"Grande Prairie (CA), Alta.",  Men+,34,,
850,"Grande Prairie (CA), Alta.",  Men+,    35 to 39 years,,
850,"Grande Prairie (CA), Alta.",  Men+,35,,
850,"Grande Prairie (CA), Alta.",  Men+,36,,
850,"Grande Prairie (CA), Alta.",  Men+,37,,
850,"Grande Prairie (CA), Alta.",  Men+,38,,
850,"Grande Prairie (CA), Alta.",  Men+,39,,
850,"Grande Prairie (CA), Alta.",  Men+,    40 to 44 years,,
850,"Grande Prairie (CA), Alta.",  Men+,40,,
850,"Grande Prairie (CA), Alta.",  Men+,41,,
850,"Grande Prairie (CA), Alta.",  Men+,42,,
850,"Grande Prairie (CA), Alta.",  Men+,43,,
850,"Grande Prairie (CA), Alta.",  Men+,44,,
850,"Grande Prairie (CA), Alta.",  Men+,    45 to 49 years,,
850,"Grande Prairie (CA), Alta.",  Men+,45,,
850,"Grande Prairie (CA), Alta.",  Men+,46,,
850,"Grande Prairie (CA), Alta.",  Men+,47,,
850,"Grande Prairie (CA), Alta.",  Men+,48,,
850,"Grande Prairie (CA), Alta.",  Men+,49,,
850,"Grande Prairie (CA), Alta.",  Men+,    50 to 54 years,,
850,"Grande Prairie (CA), Alta.",  Men+,50,,
850,"Grande Prairie (CA), Alta.",  Men+,51,,
850,"Grande Prairie (CA), Alta.",  Men+,52,,
850,"Grande Prairie (CA), Alta.",  Men+,53,,
850,"Grande Prairie (CA), Alta.",  Men+,54,,
850,"Grande Prairie (CA), Alta.",  Men+,    55 to 59 years,,
850,"Grande Prairie (CA), Alta.",  Men+,55,,
850,"Grande Prairie (CA), Alta.",  Men+,56,,
850,"Grande Prairie (CA), Alta.",  Men+,57,,
850,"Grande Prairie (CA), Alta.",  Men+,58,,
850,"Grande Prairie (CA), Alta.",  Men+,59,,
850,"Grande Prairie (CA), Alta.",  Men+,    60 to 64 years,,
850,"Grande Prairie (CA), Alta.",  Men+,60,,
850,"Grande Prairie (CA), Alta.",  Men+,61,,
850,"Grande Prairie (CA), Alta.",  Men+,62,,
850,"Grande Prairie (CA), Alta.",  Men+,63,,
850,"Grande Prairie (CA), Alta.",  Men+,64,,
850,"Grande Prairie (CA), Alta.",  Men+,  65 years and over,,
850,"Grande Prairie (CA), Alta.",  Men+,    65 to 69 years,,
850,"Grande Prairie (CA), Alta.",  Men+,65,,
850,"Grande Prairie (CA), Alta.",  Men+,66,,
850,"Grande Prairie (CA), Alta.",  Men+,67,,
850,"Grande Prairie (CA), Alta.",  Men+,68,,
850,"Grande Prairie (CA), Alta.",  Men+,69,,
850,"Grande Prairie (CA), Alta.",  Men+,    70 to 74 years,,
850,"Grande Prairie (CA), Alta.",  Men+,70,,
850,"Grande Prairie (CA), Alta.",  Men+,71,,
850,"Grande Prairie (CA), Alta.",  Men+,72,,
850,"Grande Prairie (CA), Alta.",  Men+,73,,
850,"Grande Prairie (CA), Alta.",  Men+,74,,
850,"Grande Prairie (CA), Alta.",  Men+,    75 to 79 years,,
850,"Grande Prairie (CA), Alta.",  Men+,75,,
850,"Grande Prairie (CA), Alta.",  Men+,76,,
850,"Grande Prairie (CA), Alta.",  Men+,77,,
850,"Grande Prairie (CA), Alta.",  Men+,78,,
850,"Grande Prairie (CA), Alta.",  Men+,79,,
850,"Grande Prairie (CA), Alta.",  Men+,    80 to 84 years,,
850,"Grande Prairie (CA), Alta.",  Men+,80,,
850,"Grande Prairie (CA), Alta.",  Men+,81,,
850,"Grande Prairie (CA), Alta.",  Men+,82,,
850,"Grande Prairie (CA), Alta.",  Men+,83,,
850,"Grande Prairie (CA), Alta.",  Men+,84,,
850,"Grande Prairie (CA), Alta.",  Men+,    85 years and over,,
850,"Grande Prairie (CA), Alta.",  Men+,      85 to 89 years,,
850,"Grande Prairie (CA), Alta.",  Men+,85,,
850,"Grande Prairie (CA), Alta.",  Men+,86,,
850,"Grande Prairie (CA), Alta.",  Men+,87,,
850,"Grande Prairie (CA), Alta.",  Men+,88,,
850,"Grande Prairie (CA), Alta.",  Men+,89,,
850,"Grande Prairie (CA), Alta.",  Men+,      90 to 94 years,,
850,"Grande Prairie (CA), Alta.",  Men+,90,,
850,"Grande Prairie (CA), Alta.",  Men+,91,,
850,"Grande Prairie (CA), Alta.",  Men+,92,,
850,"Grande Prairie (CA), Alta.",  Men+,93,,
850,"Grande Prairie (CA), Alta.",  Men+,94,,
850,"Grande Prairie (CA), Alta.",  Men+,      95 to 99 years,,
850,"Grande Prairie (CA), Alta.",  Men+,95,,
850,"Grande Prairie (CA), Alta.",  Men+,96,,
850,"Grande Prairie (CA), Alta.",  Men+,97,,
850,"Grande Prairie (CA), Alta.",  Men+,98,,
850,"Grande Prairie (CA), Alta.",  Men+,99,,
850,"Grande Prairie (CA), Alta.",  Men+,      100 years and over,,
850,"Grande Prairie (CA), Alta.",  Men+,Average age,,
850,"Grande Prairie (CA), Alta.",  Men+,Median age,,
850,"Grande Prairie (CA), Alta.",  Women+,Total - Age,,
850,"Grande Prairie (CA), Alta.",  Women+,  0 to 14 years,,
850,"Grande Prairie (CA), Alta.",  Women+,    0 to 4 years,,
850,"Grande Prairie (CA), Alta.",  Women+,      Under 1 year,,
850,"Grande Prairie (CA), Alta.",  Women+,1,,
850,"Grande Prairie (CA), Alta.",  Women+,2,,
850,"Grande Prairie (CA), Alta.",  Women+,3,,
850,"Grande Prairie (CA), Alta.",  Women+,4,,
850,"Grande Prairie (CA), Alta.",  Women+,    5 to 9 years,,
850,"Grande Prairie (CA), Alta.",  Women+,5,,
850,"Grande Prairie (CA), Alta.",  Women+,6,,
850,"Grande Prairie (CA), Alta.",  Women+,7,,
850,"Grande Prairie (CA), Alta.",  Women+,8,,
850,"Grande Prairie (CA), Alta.",  Women+,9,,
850,"Grande Prairie (CA), Alta.",  Women+,    10 to 14 years,,
850,"Grande Prairie (CA), Alta.",  Women+,10,,
850,"Grande Prairie (CA), Alta.",  Women+,11,,
850,"Grande Prairie (CA), Alta.",  Women+,12,,
850,"Grande Prairie (CA), Alta.",  Women+,13,,
850,"Grande Prairie (CA), Alta.",  Women+,14,,
850,"Grande Prairie (CA), Alta.",  Women+,  15 to 64 years,,
850,"Grande Prairie (CA), Alta.",  Women+,    15 to 19 years,,
850,"Grande Prairie (CA), Alta.",  Women+,15,,
850,"Grande Prairie (CA), Alta.",  Women+,16,,
850,"Grande Prairie (CA), Alta.",  Women+,17,,
850,"Grande Prairie (CA), Alta.",  Women+,18,,
850,"Grande Prairie (CA), Alta.",  Women+,19,,
850,"Grande Prairie (CA), Alta.",  Women+,    20 to 24 years,,
850,"Grande Prairie (CA), Alta.",  Women+,20,,
850,"Grande Prairie (CA), Alta.",  Women+,21,,
850,"Grande Prairie (CA), Alta.",  Women+,22,,
850,"Grande Prairie (CA), Alta.",  Women+,23,,
850,"Grande Prairie (CA), Alta.",  Women+,24,,
850,"Grande Prairie (CA), Alta.",  Women+,    25 to 29 years,,
850,"Grande Prairie (CA), Alta.",  Women+,25,,
850,"Grande Prairie (CA), Alta.",  Women+,26,,
850,"Grande Prairie (CA), Alta.",  Women+,27,,
850,"Grande Prairie (CA), Alta.",  Women+,28,,
850,"Grande Prairie (CA), Alta.",  Women+,29,,
850,"Grande Prairie (CA), Alta.",  Women+,    30 to 34 years,,
850,"Grande Prairie (CA), Alta.",  Women+,30,,
850,"Grande Prairie (CA), Alta.",  Women+,31,,
850,"Grande Prairie (CA), Alta.",  Women+,32,,
850,"Grande Prairie (CA), Alta.",  Women+,33,,
850,"Grande Prairie (CA), Alta.",  Women+,34,,
850,"Grande Prairie (CA), Alta.",  Women+,    35 to 39 years,,
850,"Grande Prairie (CA), Alta.",  Women+,35,,
